CUMULATIVE NETSIM STATISTICS AT TIME 13:57: 0
ELAPSED TIME IS  0:33: 0 ( 1980 SECONDS),    TIME PERIOD  1 ELAPSED TIME IS 1980 SECONDS
UpNode,DownNode,TravelDistanceTotal,Trips,MoveTimeTotal,DelayTravelTotal,TravelTimeTotal,MoveTimePerTravelTimeRatio,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,TravelTimePerVehicle,DelayTravelPerVehicle,DelayControlPerVehicle,DelayQueuePerVehicle,DelayStopPerVehicle,StoppedVehiclesPercent,Volume,SpeedAverage,
Up Node,Down Node,Travel Distance Total,Trips,Move Time Total,Delay Travel Total,Travel Time Total,Move Time Per Travel Time Ratio,Travel Time Per DistanceT raveled,Delay Travel Per Distance Traveled,Travel Time Per Vehicle,Delay Travel Per Vehicle,Delay Control Per Vehicle,Delay Queue Per Vehicle,Delay Stop Per Vehicle,Stopped Vehicles Percent,Volume,Speed Average,
    51,    52,      18.337,     180.000,      36.674,       2.876,      39.550,       0.927,       2.157,       0.157,      13.166,       0.959,       0.016,       0.011,       0.000,       0.000,     327.438,      27.819,
    51,    50,       8.330,     247.000,      16.659,       3.324,      19.983,       0.834,       2.399,       0.399,       4.843,       0.808,       0.008,       0.008,       0.004,       0.000,     449.318,      25.010,
    50,    51,       6.233,     176.000,      12.467,       5.433,      17.900,       0.696,       2.872,       0.872,       6.102,       1.852,       1.103,       0.523,       0.500,      13.636,     320.162,      20.894,
    50,    49,      24.492,     244.000,      48.985,       1.115,      50.100,       0.978,       2.046,       0.046,      12.243,       0.275,       0.048,       0.000,       0.000,       0.000,     443.861,      29.332,
    49,    50,      17.667,     176.000,      35.333,       0.967,      36.300,       0.973,       2.055,       0.055,      12.362,       0.322,       0.034,       0.000,       0.000,       0.000,     320.162,      29.201,
    49,    48,      15.062,     241.000,      30.125,       1.175,      31.300,       0.962,       2.078,       0.078,       7.725,       0.301,       0.026,       0.000,       0.000,       0.000,     438.403,      28.874,
    48,    49,      11.062,     177.000,      22.125,       0.825,      22.950,       0.964,       2.075,       0.075,       7.780,       0.280,       0.012,       0.000,       0.000,       0.000,     321.981,      28.922,
    48,    47,      15.455,     240.000,      30.909,       8.408,      39.317,       0.786,       2.544,       0.544,       9.813,       2.089,       1.001,       0.095,       0.091,       4.167,     436.584,      23.585,
    47,    48,      11.398,     177.000,      22.795,       1.905,      24.700,       0.923,       2.167,       0.167,       8.344,       0.668,       0.006,       0.000,       0.000,       0.000,     321.981,      27.687,
    47,    46,      30.974,     234.000,      61.947,       3.936,      65.883,       0.940,       2.127,       0.127,      16.772,       1.009,       0.028,       0.000,       0.000,       0.000,     425.670,      28.208,
    46,    47,      22.456,     167.000,      44.913,       5.104,      50.017,       0.898,       2.227,       0.227,      17.970,       1.834,       1.213,       0.856,       0.838,      17.964,     303.790,      26.939,
    46,    44,      30.625,     231.000,      61.250,       1.383,      62.633,       0.978,       2.045,       0.045,      16.200,       0.400,       0.016,       0.000,       0.000,       0.000,     420.212,      29.337,
    44,    46,      22.140,     167.000,      44.280,       0.553,      44.833,       0.988,       2.025,       0.025,      15.959,       0.219,       0.028,       0.000,       0.000,       0.000,     303.790,      29.630,
    44,    45,      25.419,     231.000,      50.838,       1.146,      51.983,       0.978,       2.045,       0.045,      13.502,       0.298,       0.001,       0.000,       0.000,       0.000,     420.212,      29.339,
    45,    44,      18.706,     170.000,      37.413,       0.387,      37.800,       0.990,       2.021,       0.021,      13.322,       0.142,       0.008,       0.000,       0.000,       0.000,     309.247,      29.693,
    45,    43,      24.699,     230.000,      49.398,       8.919,      58.317,       0.847,       2.361,       0.361,      15.199,       2.334,       1.224,       0.342,       0.333,       9.565,     418.393,      25.412,
    43,    45,      18.237,     171.000,      36.473,       2.193,      38.667,       0.943,       2.120,       0.120,      13.567,       0.770,       0.016,       0.000,       0.000,       0.000,     311.066,      28.298,
    43,    42,      23.987,     199.000,      47.975,       3.759,      51.733,       0.927,       2.157,       0.157,      15.527,       1.132,       0.006,       0.005,       0.000,       0.000,     362.001,      27.820,
    42,    43,      22.966,     188.000,      45.932,       7.218,      53.150,       0.864,       2.314,       0.314,      16.858,       2.285,       1.093,       0.311,       0.300,       8.511,     341.991,      25.926,
    42,    41,      28.729,     197.000,      57.458,       2.308,      59.767,       0.961,       2.080,       0.080,      18.181,       0.721,       0.008,       0.000,       0.000,       0.000,     358.363,      28.841,
    41,    42,      27.708,     190.000,      55.417,       2.417,      57.833,       0.958,       2.087,       0.087,      18.258,       0.830,       0.016,       0.000,       0.000,       0.000,     345.629,      28.746,
    41,    40,      13.809,     196.000,      27.618,       0.748,      28.367,       0.974,       2.054,       0.054,       8.645,       0.233,       0.017,       0.000,       0.000,       0.000,     356.544,      29.208,
    40,    41,      13.668,     194.000,      27.336,       1.247,      28.583,       0.956,       2.091,       0.091,       8.805,       0.389,       0.017,       0.000,       0.000,       0.000,     352.906,      28.691,
    40,    39,       4.136,     195.000,       8.273,       0.594,       8.867,       0.933,       2.144,       0.144,       2.719,       0.187,       0.006,       0.000,       0.000,       0.000,     354.725,      27.990,
    39,    40,       4.136,     195.000,       8.273,       0.861,       9.133,       0.906,       2.208,       0.208,       2.810,       0.265,       0.001,       0.000,       0.000,       0.000,     354.725,      27.173,
    39,    38,      20.576,     194.000,      41.152,       1.382,      42.533,       0.968,       2.067,       0.067,      13.138,       0.430,       0.038,       0.000,       0.000,       0.000,     352.906,      29.025,
    38,    39,      20.682,     195.000,      41.364,       1.986,      43.350,       0.954,       2.096,       0.096,      13.327,       0.613,       0.070,       0.000,       0.000,       0.000,     354.725,      28.625,
    38,    37,      34.581,     190.000,      69.163,       2.920,      72.083,       0.959,       2.084,       0.084,      22.588,       0.970,       0.014,       0.000,       0.000,       0.000,     345.629,      28.785,
    37,    38,      35.673,     196.000,      71.347,       2.403,      73.750,       0.967,       2.067,       0.067,      21.865,       0.798,       0.047,       0.000,       0.000,       0.000,     356.544,      29.022,
    36,    34,      25.549,     224.000,      51.097,       3.919,      55.017,       0.929,       2.153,       0.153,      14.698,       1.054,       0.035,       0.000,       0.000,       0.000,     407.479,      27.863,
    34,    36,      19.388,     167.000,      38.777,       7.623,      46.400,       0.836,       2.393,       0.393,      16.592,       2.730,       1.459,       0.385,       0.355,      15.569,     303.790,      25.071,
    34,    35,       4.186,     221.000,       8.371,       0.679,       9.050,       0.925,       2.162,       0.162,       2.446,       0.195,       0.005,       0.000,       0.000,       0.000,     402.021,      27.750,
    35,    34,       3.201,     169.000,       6.402,       0.248,       6.650,       0.963,       2.078,       0.078,       2.357,       0.093,       0.018,       0.000,       0.000,       0.000,     307.428,      28.879,
    35,    33,      24.057,     219.000,      48.114,       1.670,      49.783,       0.966,       2.069,       0.069,      13.597,       0.453,       0.038,       0.000,       0.000,       0.000,     398.383,      28.994,
    33,    35,      18.784,     171.000,      37.568,       1.515,      39.083,       0.961,       2.081,       0.081,      13.713,       0.532,       0.008,       0.000,       0.000,       0.000,     311.066,      28.837,
    33,    32,      25.287,     215.000,      50.574,       1.693,      52.267,       0.968,       2.067,       0.067,      14.507,       0.482,       0.010,       0.000,       0.000,       0.000,     391.107,      29.028,
    32,    33,      20.112,     171.000,      40.224,       1.176,      41.400,       0.972,       2.058,       0.058,      14.526,       0.413,       0.022,       0.000,       0.000,       0.000,     311.066,      29.148,
    32,    31,      23.288,     212.000,      46.576,       1.508,      48.083,       0.969,       2.065,       0.065,      13.567,       0.439,       0.030,       0.000,       0.000,       0.000,     385.649,      29.059,
    31,    32,      18.784,     171.000,      37.568,       1.332,      38.900,       0.966,       2.071,       0.071,      13.649,       0.467,       0.008,       0.000,       0.000,       0.000,     311.066,      28.973,
    31,    30,      23.394,     209.000,      46.787,       1.413,      48.200,       0.971,       2.060,       0.060,      13.755,       0.414,       0.011,       0.000,       0.000,       0.000,     380.192,      29.121,
    30,    31,      19.140,     171.000,      38.281,       1.019,      39.300,       0.974,       2.053,       0.053,      13.694,       0.365,       0.008,       0.000,       0.000,       0.000,     311.066,      29.222,
    30,    29,      24.030,     208.000,      48.061,       1.856,      49.917,       0.963,       2.077,       0.077,      14.383,       0.533,       0.023,       0.000,       0.000,       0.000,     378.373,      28.885,
    29,    30,      19.987,     173.000,      39.973,       0.793,      40.767,       0.981,       2.040,       0.040,      14.103,       0.279,       0.012,       0.000,       0.000,       0.000,     314.704,      29.416,
    29,    28,      46.534,     195.000,      93.068,       9.815,     102.883,       0.905,       2.211,       0.211,      30.774,       3.076,       1.228,       0.284,       0.264,      10.769,     354.725,      27.138,
    28,    29,      41.261,     174.000,      82.523,       4.961,      87.483,       0.943,       2.120,       0.120,      29.989,       1.685,       0.093,       0.000,       0.000,       0.000,     316.523,      28.299,
    28,    27,     112.429,     172.000,     224.858,       6.042,     230.900,       0.974,       2.054,       0.054,      78.929,       2.250,       0.191,       0.000,       0.000,       0.000,     312.885,      29.215,
    27,    28,     133.027,     203.000,     266.053,      25.014,     291.067,       0.914,       2.188,       0.188,      84.223,       7.279,       2.739,       0.469,       0.450,      13.300,     369.277,      27.422,
    27,    25,      14.120,     171.000,      28.241,       0.592,      28.833,       0.979,       2.042,       0.042,      10.087,       0.212,       0.014,       0.000,       0.000,       0.000,     311.066,      29.384,
    25,    27,      17.423,     211.000,      34.847,       1.186,      36.033,       0.967,       2.068,       0.068,      10.192,       0.351,       0.014,       0.000,       0.000,       0.000,     383.830,      29.012,
    25,    24,      20.165,     169.000,      40.330,       0.837,      41.167,       0.980,       2.042,       0.042,      14.515,       0.305,       0.018,       0.000,       0.000,       0.000,     307.428,      29.390,
    24,    25,      25.534,     214.000,      51.068,       1.382,      52.450,       0.974,       2.054,       0.054,      14.642,       0.390,       0.015,       0.000,       0.000,       0.000,     389.288,      29.210,
    24,    26,      10.373,     168.000,      20.745,       0.505,      21.250,       0.976,       2.049,       0.049,       7.592,       0.191,       0.001,       0.000,       0.000,       0.000,     305.609,      29.288,
    26,    24,      13.275,     215.000,      26.549,       0.734,      27.283,       0.973,       2.055,       0.055,       7.597,       0.213,       0.010,       0.000,       0.000,       0.000,     391.107,      29.193,
    26,    23,      15.213,     167.000,      30.427,       0.640,      31.067,       0.979,       2.042,       0.042,      11.131,       0.234,       0.015,       0.000,       0.000,       0.000,     303.790,      29.382,
    23,    26,      19.677,     216.000,      39.355,       0.979,      40.333,       0.976,       2.050,       0.050,      11.156,       0.274,       0.006,       0.000,       0.000,       0.000,     392.926,      29.272,
    23,    17,      18.801,     166.000,      37.602,       7.732,      45.333,       0.829,       2.411,       0.411,      16.389,       2.802,       1.531,       0.509,       0.491,      15.060,     301.971,      24.883,
    17,    23,      24.311,     218.000,      48.622,       3.844,      52.467,       0.927,       2.158,       0.158,      14.412,       1.066,       0.016,       0.000,       0.000,       0.000,     396.564,      27.802,
    18,    60,      18.388,     151.000,      36.777,       2.356,      39.133,       0.940,       2.128,       0.128,      15.477,       0.944,       0.008,       0.000,       0.000,       0.000,     274.684,      28.194,
